n-Links	True Length	Predicted Length
5	10839.7416943	8277.54136202
5	11937.3363863	10286.677695
5	10735.4552768	10286.6465867
5	10547.5115549	8602.44232762
5	9785.19289539	8126.84772836
5	11747.3401245	8755.50409742
5	9513.14879522	7061.74801306
5	10368.2206767	8698.64897556
5	10688.7791632	8629.04803556
5	9565.56323485	8123.47161009
5	10464.2247682	7285.12951155
5	8972.17922246	6219.37979223
5	9447.22181385	6655.0471824
5	8916.27725006	7109.88600471
5	10523.7825899	8763.42421659
5	10476.1634199	8559.4319905
5	9327.37905309	8429.88493397
5	11202.6782512	8849.51908298
5	10641.8983269	6984.70586353
5	8860.02257333	7522.03403342
6	9974.96867163	9739.26342184
6	11958.2607431	9739.26342184
6	13143.4394281	9739.26342184
6	9407.44386111	9739.26342184
6	11694.0155635	9739.26342184
6	12439.8553046	9739.26342184
6	11554.2200083	9739.26342184
6	11335.7840488	9739.26342184
6	11694.0155635	9739.26342184
6	13228.7565553	9739.26342184
6	10931.6055545	9739.26342184
6	11618.9500386	9739.26342184
6	11554.2200083	9739.26342184
6	9420.72184071	9739.26342184
6	11853.2695911	9739.26342184
6	11521.7186218	9739.26342184
6	12439.8553046	9739.26342184
6	10805.0913925	9739.26342184
6	11169.1539518	9739.26342184
6	12288.2057274	9739.26342184
6	12257.6506721	9739.26342184
6	10839.7416943	9739.26342184
6	13518.5058346	9739.26342184
6	11863.8105177	9739.26342184
6	11224.9721603	9739.26342184
6	12186.057607	9739.26342184
6	13114.8770486	9739.26342184
6	10988.6304879	9739.26342184
6	12971.1217711	9739.26342184
6	12509.9960032	9739.26342184
6	11302.6545555	9739.26342184
6	11090.5365064	9739.26342184
6	12874.3931896	9739.26342184
6	14203.8727113	9739.26342184
6	12903.4879006	9739.26342184
6	11640.4467268	9739.26342184
6	11608.1867662	9739.26342184
6	12990.3810568	9739.26342184
6	11379.8066767	9739.26342184
6	12893.7969582	9739.26342184
6	10198.0390272	9739.26342184
6	12175.7956619	9739.26342184
6	11113.0553854	9739.26342184
6	13000.0	9739.26342184
6	12796.4838921	9739.26342184
6	12961.4813968	9739.26342184
6	10024.9688279	9739.26342184
6	11608.1867662	9739.26342184
6	11500.0	9739.26342184
6	11067.9718106	9739.26342184
6	11651.1801977	9739.26342184
6	14150.9716981	9739.26342184
6	12688.5775404	9739.26342184
6	14781.7454991	9739.26342184
6	11169.1539518	9739.26342184
6	10897.2473589	9739.26342184
6	12144.9578015	9739.26342184
6	10988.6304879	9739.26342184
6	14168.6273153	9739.26342184
6	10988.6304879	9739.26342184
6	13152.946438	9739.26342184
6	12747.548784	9739.26342184
6	12649.1106407	9739.26342184
6	12922.8479833	9739.26342184
6	12134.6610995	9739.26342184
6	11853.2695911	9739.26342184
6	11905.8808998	9739.26342184
6	13285.3302556	9739.26342184
6	9486.83298051	9739.26342184
6	12206.5556157	9739.26342184
6	12698.4250992	9739.26342184
6	9578.62203033	9739.26342184
6	12529.9640861	9739.26342184
6	10931.6055545	9739.26342184
6	11821.5904175	9739.26342184
6	11269.4276696	9739.26342184
6	10136.5674664	9739.26342184
6	13028.8142208	9739.26342184
6	12359.2070943	9739.26342184
6	11597.4135047	9739.26342184
6	12796.4838921	9739.26342184
6	11704.6999107	9739.26342184
6	11874.342087	9739.26342184
6	12509.9960032	9739.26342184
6	10380.269746	9739.26342184
6	12103.7184369	9739.26342184
6	13076.6968306	9739.26342184
6	11510.8644332	9739.26342184
6	10712.1426428	9739.26342184
6	11672.6175299	9739.26342184
6	11401.754251	9739.26342184
6	11683.3214455	9739.26342184
6	13388.427839	9739.26342184
6	14620.1915172	9739.26342184
6	12206.5556157	9739.26342184
6	10559.356041	9739.26342184
6	11821.5904175	9739.26342184
6	11884.864324	9739.26342184
6	10392.3048454	9739.26342184
6	10368.2206767	9739.26342184
6	12825.7553384	9739.26342184
6	12318.6849948	9739.26342184
6	13601.4705087	9739.26342184
6	9836.15778645	9739.26342184
6	11597.4135047	9739.26342184
6	11510.8644332	9739.26342184
6	11715.3745139	9739.26342184
6	11895.3772534	9739.26342184
6	10816.6538264	9739.26342184
6	14035.6688476	9739.26342184
6	12227.0192606	9739.26342184
6	12227.0192606	9739.26342184
6	11895.3772534	9739.26342184
6	10547.5115549	9739.26342184
6	10965.8560997	9739.26342184
6	12913.1715701	9739.26342184
6	12196.3109177	9739.26342184
6	12727.9220614	9739.26342184
6	11335.7840488	9739.26342184
6	10511.8980208	9739.26342184
6	14247.8068488	9739.26342184
6	12359.2070943	9739.26342184
6	13009.6118313	9739.26342184
6	11736.6945943	9739.26342184
6	10416.333328	9739.26342184
6	11291.5897906	9739.26342184
6	10571.1872559	9739.26342184
6	12389.5116934	9739.26342184
6	13991.0685796	9739.26342184
6	11916.3752878	9739.26342184
6	11811.011811	9739.26342184
6	10977.2492001	9739.26342184
6	13991.0685796	9739.26342184
6	11608.1867662	9739.26342184
6	12165.5250606	9739.26342184
6	12559.8566871	9739.26342184
6	10392.3048454	9739.26342184
6	12559.8566871	9739.26342184
6	11726.0393996	9739.26342184
