instance,epoch,link0,link1,link2,link3,link4,link5
arm_19,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_20,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_21,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_22,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_23,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_24,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_25,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_26,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_27,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_28,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_29,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_30,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_31,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_32,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_33,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_34,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_35,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_36,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_37,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_38,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_39,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_40,3,717.228,718.846,697.494,724.101,709.841,708.244
arm_41,3,717.228,718.846,697.494,724.101,709.841,708.244
